architecture,category,task_id,passed,passed_at_1,passed_at,n_attempts,n_reflections,n_turns,involved_classes,n_llm_calls,n_tool_calls,input_tokens,output_tokens,total_tokens,peak_context,latency_s,max_steps_hits,error_type,error_message
reflexion,miss_param,multi_turn_miss_param_94,False,False,,3,2,4,VehicleControlAPI,46,32,165544,2614,168158,4372,32.07,0,multi_turn:instance_state_mismatch,Model instance for VehicleControlAPI does not match the state with ground truth instance.
reflexion,miss_param,multi_turn_miss_param_97,False,False,,3,2,7,MessageAPI|VehicleControlAPI,64,41,304336,4086,308422,6023,50.43,0,multi_turn:instance_state_mismatch,Model instance for MessageAPI does not match the state with ground truth instance.
reflexion,miss_param,multi_turn_miss_param_98,True,True,1,1,0,4,VehicleControlAPI|MathAPI,13,9,68738,748,69486,5810,9.58,0,,
richer_reflexion,base,multi_turn_base_1,True,True,1,1,0,4,GorillaFileSystem,13,9,42562,539,43101,3685,7.63,0,,
richer_reflexion,base,multi_turn_base_103,True,True,1,1,0,5,MessageAPI|TradingBot,13,8,51867,941,52808,4739,11.27,0,,
richer_reflexion,base,multi_turn_base_111,True,True,1,1,0,4,MessageAPI|TradingBot,11,7,43068,724,43792,4529,8.82,0,,
richer_reflexion,base,multi_turn_base_115,True,True,1,1,0,4,TradingBot,11,7,32460,627,33087,3420,8.05,0,,
richer_reflexion,base,multi_turn_base_117,True,False,2,2,1,6,TradingBot,30,17,97084,2215,99299,4149,26.5,0,,
richer_reflexion,base,multi_turn_base_119,True,True,1,1,0,4,TradingBot|TicketAPI,9,5,36192,433,36625,4341,5.81,0,,
richer_reflexion,base,multi_turn_base_120,True,True,1,1,0,4,TradingBot,10,6,29444,649,30093,3439,7.66,0,,
richer_reflexion,base,multi_turn_base_122,True,True,1,1,0,5,TradingBot,11,6,33488,645,34133,3548,7.8,0,,
richer_reflexion,base,multi_turn_base_127,True,True,1,1,0,4,TradingBot,9,5,26431,742,27173,3448,8.76,0,,
richer_reflexion,base,multi_turn_base_139,True,True,1,1,0,2,TwitterAPI|TradingBot,6,4,25898,259,26157,4484,3.49,0,,
richer_reflexion,base,multi_turn_base_140,True,True,1,1,0,4,TradingBot|TicketAPI,9,5,36699,577,37276,4535,7.28,0,,
richer_reflexion,base,multi_turn_base_144,True,True,1,1,0,3,TradingBot|MathAPI,7,4,32559,569,33128,5026,6.68,0,,
richer_reflexion,base,multi_turn_base_145,True,True,1,1,0,5,MessageAPI|TradingBot,12,7,48345,803,49148,4639,10.22,0,,
richer_reflexion,base,multi_turn_base_152,True,False,3,3,2,3,TicketAPI|TravelAPI,29,19,134888,2620,137508,5598,27.82,0,,
richer_reflexion,base,multi_turn_base_153,True,True,1,1,0,5,TravelAPI,11,6,40434,992,41426,4379,11.5,0,,
richer_reflexion,base,multi_turn_base_154,False,False,,3,2,5,MessageAPI|TravelAPI,35,18,158413,3077,161490,5515,33.52,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
richer_reflexion,base,multi_turn_base_161,True,True,1,1,0,3,MathAPI|TravelAPI,6,3,31322,483,31805,5535,5.9,0,,
richer_reflexion,base,multi_turn_base_164,True,False,3,3,2,4,TravelAPI,35,21,132693,3685,136378,5139,39.06,0,,
richer_reflexion,base,multi_turn_base_165,True,False,2,2,1,5,TicketAPI|TravelAPI,25,14,117901,2295,120196,6179,25.41,0,,
richer_reflexion,base,multi_turn_base_169,True,True,1,1,0,2,MessageAPI|TravelAPI,7,5,31287,890,32177,5020,10.26,0,,
richer_reflexion,base,multi_turn_base_17,True,True,1,1,0,3,MessageAPI|GorillaFileSystem,12,9,51082,711,51793,4754,9.08,0,,
richer_reflexion,base,multi_turn_base_170,False,False,,3,2,6,TwitterAPI|TravelAPI,42,22,229428,3884,233312,7062,43.48,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
richer_reflexion,base,multi_turn_base_180,False,False,,3,2,6,TicketAPI|TravelAPI,52,32,283906,6180,290086,7381,69.5,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
richer_reflexion,base,multi_turn_base_186,True,True,1,1,0,6,TwitterAPI|TravelAPI,14,8,76610,1181,77791,6288,14.05,0,,
richer_reflexion,base,multi_turn_base_190,True,False,2,2,1,5,TicketAPI|TravelAPI,25,14,125013,2909,127922,6087,32.41,0,,
richer_reflexion,base,multi_turn_base_194,True,True,1,1,0,6,TravelAPI,13,7,50982,1371,52353,4785,15.96,0,,
richer_reflexion,base,multi_turn_base_197,False,False,,3,2,3,MessageAPI|TravelAPI,43,32,219247,5968,225215,6857,62.9,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
richer_reflexion,base,multi_turn_base_2,True,True,1,1,0,5,TicketAPI|GorillaFileSystem,21,16,101590,1160,102750,5714,14.89,0,,
richer_reflexion,base,multi_turn_base_20,True,True,1,1,0,2,TwitterAPI|GorillaFileSystem,8,6,38187,477,38664,5080,6.1,0,,
richer_reflexion,base,multi_turn_base_22,True,True,1,1,0,4,TwitterAPI|GorillaFileSystem,11,7,54466,658,55124,5491,8.65,0,,
richer_reflexion,base,multi_turn_base_3,True,True,1,1,0,2,GorillaFileSystem,8,6,26120,514,26634,3566,6.16,0,,
richer_reflexion,base,multi_turn_base_32,False,False,,3,2,2,GorillaFileSystem|MathAPI,20,12,95884,1377,97261,5668,16.54,0,multi_turn:instance_state_mismatch,Model instance for GorillaFileSystem does not match the state with ground truth instance.
richer_reflexion,base,multi_turn_base_33,True,True,1,1,0,5,MessageAPI|GorillaFileSystem,13,8,55226,566,55792,4718,7.52,0,,
richer_reflexion,base,multi_turn_base_34,False,False,,3,2,2,GorillaFileSystem|MathAPI,25,17,127384,2371,129755,6243,26.53,0,multi_turn:instance_state_mismatch,Model instance for GorillaFileSystem does not match the state with ground truth instance.
richer_reflexion,base,multi_turn_base_37,False,False,,3,2,3,GorillaFileSystem,34,23,131144,4845,135989,6431,48.99,0,multi_turn:execution_response_mismatch,Model response execution results so far does not contain all the ground truth response execution results for turn 0.
richer_reflexion,base,multi_turn_base_4,False,False,,3,2,3,TwitterAPI|GorillaFileSystem,29,18,138154,2050,140204,5574,24.37,0,multi_turn:instance_state_mismatch,Model instance for TwitterAPI does not match the state with ground truth instance.
richer_reflexion,base,multi_turn_base_49,False,False,,3,2,4,GorillaFileSystem|MathAPI,35,21,186251,2619,188870,6425,31.27,0,multi_turn:instance_state_mismatch,Model instance for GorillaFileSystem does not match the state with ground truth instance.
richer_reflexion,base,multi_turn_base_55,True,True,1,1,0,5,TicketAPI|VehicleControlAPI,16,11,76051,1076,77127,5649,13.22,0,,
richer_reflexion,base,multi_turn_base_56,True,True,1,1,0,3,VehicleControlAPI,13,10,43530,669,44199,3814,8.77,0,,
richer_reflexion,base,multi_turn_base_57,True,True,1,1,0,2,VehicleControlAPI|MathAPI,6,4,29874,425,30299,5245,5.3,0,,
richer_reflexion,base,multi_turn_base_66,False,False,,3,2,4,VehicleControlAPI,45,31,165479,2831,168310,4549,33.1,0,multi_turn:instance_state_mismatch,Model instance for VehicleControlAPI does not match the state with ground truth instance.
richer_reflexion,base,multi_turn_base_68,True,True,1,1,0,5,TwitterAPI|VehicleControlAPI,18,13,93911,952,94863,6058,12.24,0,,
richer_reflexion,base,multi_turn_base_77,True,True,1,1,0,3,TwitterAPI|VehicleControlAPI,9,6,43285,546,43831,5193,6.72,0,,
richer_reflexion,base,multi_turn_base_82,True,True,1,1,0,3,VehicleControlAPI,14,11,50275,829,51104,4123,10.28,0,,
richer_reflexion,base,multi_turn_base_90,True,True,1,1,0,4,TwitterAPI|VehicleControlAPI,17,13,89413,1135,90548,6091,14.42,0,,
richer_reflexion,base,multi_turn_base_91,True,True,1,1,0,2,MessageAPI|VehicleControlAPI,7,5,28058,340,28398,4261,4.4,0,,
richer_reflexion,base,multi_turn_base_92,False,False,,3,2,5,VehicleControlAPI,50,33,181646,2977,184623,4513,33.6,0,multi_turn:instance_state_mismatch,Model instance for VehicleControlAPI does not match the state with ground truth instance.
richer_reflexion,base,multi_turn_base_94,True,False,3,3,2,3,VehicleControlAPI,45,34,163742,2655,166397,4465,31.2,0,,
richer_reflexion,base,multi_turn_base_97,True,True,1,1,0,6,MessageAPI|VehicleControlAPI,20,14,92040,1109,93149,5502,14.81,0,,
richer_reflexion,base,multi_turn_base_98,True,True,1,1,0,3,VehicleControlAPI|MathAPI,12,9,62801,633,63434,5651,8.14,0,,
richer_reflexion,long_context,multi_turn_long_context_1,True,True,1,1,0,4,GorillaFileSystem,13,9,42961,577,43538,3732,9.49,0,,
richer_reflexion,long_context,multi_turn_long_context_103,True,False,3,3,2,5,MessageAPI|TradingBot,38,21,926592,7916,934508,45188,90.86,0,,
richer_reflexion,long_context,multi_turn_long_context_111,True,True,1,1,0,4,MessageAPI|TradingBot,11,7,53650,1018,54668,6336,13.48,0,,
richer_reflexion,long_context,multi_turn_long_context_115,True,True,1,1,0,4,TradingBot,11,7,224868,1188,226056,36795,16.58,0,,
richer_reflexion,long_context,multi_turn_long_context_117,True,True,1,1,0,6,TradingBot,14,8,464292,6721,471013,84708,76.4,0,,
richer_reflexion,long_context,multi_turn_long_context_119,True,True,1,1,0,4,TradingBot|TicketAPI,9,5,289296,3351,292647,42827,38.69,0,,
richer_reflexion,long_context,multi_turn_long_context_120,True,True,1,1,0,4,TradingBot,10,6,223805,745,224550,36662,11.45,0,,
richer_reflexion,long_context,multi_turn_long_context_122,True,True,1,1,0,5,TradingBot,11,6,43029,1138,44167,5556,14.01,0,,
richer_reflexion,long_context,multi_turn_long_context_127,True,True,1,1,0,4,TradingBot,9,5,186559,1282,187841,40576,16.58,0,,
richer_reflexion,long_context,multi_turn_long_context_139,True,True,1,1,0,2,TwitterAPI|TradingBot,6,4,29851,302,30153,8437,4.81,0,,
richer_reflexion,long_context,multi_turn_long_context_140,False,False,,3,2,4,TradingBot|TicketAPI,35,21,171771,3072,174843,8616,36.87,0,multi_turn:instance_state_mismatch,Model instance for TicketAPI does not match the state with ground truth instance.
richer_reflexion,long_context,multi_turn_long_context_144,False,False,,3,2,3,TradingBot|MathAPI,20,9,381344,41883,423227,48774,392.3,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 2
richer_reflexion,long_context,multi_turn_long_context_145,True,True,1,1,0,5,MessageAPI|TradingBot,13,8,412173,1337,413510,38292,19.92,0,,
richer_reflexion,long_context,multi_turn_long_context_152,False,False,,3,2,3,TicketAPI|TravelAPI,31,22,246285,3321,249606,12858,36.98,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
richer_reflexion,long_context,multi_turn_long_context_153,True,True,1,1,0,5,TravelAPI,11,6,53988,1230,55218,7272,15.55,0,,
richer_reflexion,long_context,multi_turn_long_context_154,False,False,,3,2,5,MessageAPI|TravelAPI,35,18,203476,3644,207120,8203,41.67,0,multi_turn:execution_response_mismatch,Model response execution results so far does not contain all the ground truth response execution results for turn 1.
richer_reflexion,long_context,multi_turn_long_context_161,True,True,1,1,0,3,MathAPI|TravelAPI,6,3,31318,478,31796,5534,7.06,0,,
richer_reflexion,long_context,multi_turn_long_context_164,True,False,2,2,1,4,TravelAPI,23,14,106410,2480,108890,7419,29.41,0,,
richer_reflexion,long_context,multi_turn_long_context_165,True,True,1,1,0,5,TicketAPI|TravelAPI,13,8,76271,1089,77360,8092,14.98,0,,
richer_reflexion,long_context,multi_turn_long_context_169,True,True,1,1,0,2,MessageAPI|TravelAPI,7,5,42835,865,43700,7616,10.81,0,,
richer_reflexion,long_context,multi_turn_long_context_17,True,True,1,1,0,3,MessageAPI|GorillaFileSystem,12,9,57534,1308,58842,5945,16.88,0,,
richer_reflexion,long_context,multi_turn_long_context_170,False,False,,3,2,6,TwitterAPI|TravelAPI,37,17,231314,3568,234882,7772,42.71,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
richer_reflexion,long_context,multi_turn_long_context_180,False,False,,3,2,6,TicketAPI|TravelAPI,54,34,507845,7230,515075,16023,81.18,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
richer_reflexion,long_context,multi_turn_long_context_186,True,True,1,1,0,6,TwitterAPI|TravelAPI,14,8,108941,1536,110477,9359,20.37,0,,
richer_reflexion,long_context,multi_turn_long_context_190,True,True,1,1,0,5,TicketAPI|TravelAPI,12,7,86341,1346,87687,8716,17.5,0,,
richer_reflexion,long_context,multi_turn_long_context_194,True,True,1,1,0,6,TravelAPI,15,9,93346,1763,95109,7864,21.9,0,,
richer_reflexion,long_context,multi_turn_long_context_197,False,False,,3,2,3,MessageAPI|TravelAPI,29,18,136915,4129,141044,5791,44.77,0,multi_turn:instance_state_mismatch,Model instance for TravelAPI does not match the state with ground truth instance.
richer_reflexion,long_context,multi_turn_long_context_2,True,True,1,1,0,5,TicketAPI|GorillaFileSystem,24,19,135737,1696,137433,7687,24.63,0,,
richer_reflexion,long_context,multi_turn_long_context_20,True,False,2,2,1,2,TwitterAPI|GorillaFileSystem,19,14,104524,2278,106802,7886,26.75,0,,
richer_reflexion,long_context,multi_turn_long_context_22,True,True,1,1,0,4,TwitterAPI|GorillaFileSystem,15,11,95238,1446,96684,8171,20.05,0,,
richer_reflexion,long_context,multi_turn_long_context_3,False,False,,3,2,2,GorillaFileSystem,65,58,335937,6723,342660,10773,76.39,1,multi_turn:instance_state_mismatch,Model instance for GorillaFileSystem does not match the state with ground truth instance.
richer_reflexion,long_context,multi_turn_long_context_32,False,False,,3,2,2,GorillaFileSystem|MathAPI,21,13,113341,1809,115150,6437,23.5,0,multi_turn:instance_state_mismatch,Model instance for GorillaFileSystem does not match the state with ground truth instance.
richer_reflexion,long_context,multi_turn_long_context_33,True,True,1,1,0,5,MessageAPI|GorillaFileSystem,11,6,62228,583,62811,6609,9.61,0,,
richer_reflexion,long_context,multi_turn_long_context_34,False,False,,3,2,2,GorillaFileSystem|MathAPI,20,12,98064,1776,99840,5904,20.84,0,multi_turn:instance_state_mismatch,Model instance for GorillaFileSystem does not match the state with ground truth instance.
richer_reflexion,long_context,multi_turn_long_context_37,False,False,,3,2,3,GorillaFileSystem,32,21,150339,3186,153525,6526,36.11,0,multi_turn:execution_response_mismatch,Model response execution results so far does not contain all the ground truth response execution results for turn 0.
richer_reflexion,long_context,multi_turn_long_context_4,False,False,,3,2,3,TwitterAPI|GorillaFileSystem,30,19,166674,2102,168776,6864,26.32,0,multi_turn:instance_state_mismatch,Model instance for TwitterAPI does not match the state with ground truth instance.
richer_reflexion,long_context,multi_turn_long_context_49,False,False,,3,2,4,GorillaFileSystem|MathAPI,32,18,209564,3519,213083,8149,40.18,0,multi_turn:execution_response_mismatch,Model response execution results so far does not contain all the ground truth response execution results for turn 3.
richer_reflexion,long_context,multi_turn_long_context_55,True,True,1,1,0,5,TicketAPI|VehicleControlAPI,16,11,117049,1037,118086,9356,15.43,0,,
richer_reflexion,long_context,multi_turn_long_context_56,True,True,1,1,0,3,VehicleControlAPI,13,10,98004,757,98761,9660,11.65,0,,
richer_reflexion,long_context,multi_turn_long_context_57,True,True,1,1,0,2,VehicleControlAPI|MathAPI,6,4,41515,421,41936,9125,6.04,0,,
richer_reflexion,long_context,multi_turn_long_context_66,False,False,,3,2,4,VehicleControlAPI,42,28,192648,2749,195397,6594,34.7,0,multi_turn:instance_state_mismatch,Model instance for VehicleControlAPI does not match the state with ground truth instance.
richer_reflexion,long_context,multi_turn_long_context_68,True,True,1,1,0,5,TwitterAPI|VehicleControlAPI,18,13,164925,969,165894,11687,15.24,0,,
richer_reflexion,long_context,multi_turn_long_context_77,True,True,1,1,0,3,TwitterAPI|VehicleControlAPI,9,6,66662,560,67222,9092,8.59,0,,
richer_reflexion,long_context,multi_turn_long_context_82,True,True,1,1,0,3,VehicleControlAPI,14,11,92874,1009,93883,8047,14.63,0,,
richer_reflexion,long_context,multi_turn_long_context_90,True,True,1,1,0,4,TwitterAPI|VehicleControlAPI,17,13,122570,3187,125757,11973,37.98,0,,
richer_reflexion,long_context,multi_turn_long_context_91,True,True,1,1,0,2,MessageAPI|VehicleControlAPI,7,5,33392,324,33716,5329,5.52,0,,
richer_reflexion,long_context,multi_turn_long_context_92,False,False,,3,2,5,VehicleControlAPI,65,48,1072412,11837,1084249,32235,125.98,0,multi_turn:instance_state_mismatch,Model instance for VehicleControlAPI does not match the state with ground truth instance.
richer_reflexion,long_context,multi_turn_long_context_94,True,True,1,1,0,3,VehicleControlAPI,14,11,108137,899,109036,11696,13.81,0,,
richer_reflexion,long_context,multi_turn_long_context_97,False,False,,3,2,6,MessageAPI|VehicleControlAPI,71,51,982939,9463,992402,22653,104.65,0,multi_turn:instance_state_mismatch,Model instance for MessageAPI does not match the state with ground truth instance.
richer_reflexion,long_context,multi_turn_long_context_98,True,True,1,1,0,3,VehicleControlAPI|MathAPI,12,9,102339,658,102997,13289,11.66,0,,
richer_reflexion,miss_func,multi_turn_miss_func_1,False,False,,3,2,5,GorillaFileSystem,46,29,159646,2802,162448,4579,23.77,0,multi_turn:empty_turn_model_response,Model response list is empty for turn 2
